Customer ID,recencia_dias,compras_registradas,gasto_total_usd,abandono,puntaje_riesgo_abandono,abandono_predicho
1041,129,8,418.4,0,0.2127200838892696,0
1101,148,3,132.0,0,0.2104571952340053,0
1746,61,28,1374.5,0,0.20769091019604152,0
947,143,5,274.0,0,0.19414776961503633,0
3885,142,4,196.6,0,0.18938825190284525,0
1580,127,7,327.3,0,0.18761659426425817,0
1942,30,47,2559.1,0,0.17744392222622038,0
1660,32,45,2356.8,0,0.17372049409385484,0
2682,88,18,1181.2,0,0.16376825043442858,0
909,114,10,473.7,0,0.1614218752366792,0
2669,112,10,534.7,0,0.15826774112056335,0
770,115,9,393.5,0,0.1507607339067458,0
3635,82,18,875.1,0,0.14832766928569469,0
3561,123,6,220.6,0,0.14511360491984646,0
2506,32,44,2251.8,0,0.13805682423666019,0
3252,37,40,2133.2,0,0.13287608096155276,0
53,60,27,1371.1,0,0.13121032613613925,0
3140,128,5,231.7,1,0.1302187657363303,0
364,33,43,2028.6,0,0.12938218445920266,0
816,59,28,1626.7,0,0.12874282200334727,0
3375,33,42,2001.4,0,0.11329484818871352,0
2012,122,5,192.4,0,0.1127482032808606,0
692,38,38,1685.8,0,0.10571053963318494,0
3717,31,43,1978.1,0,0.10451057738660144,0
1251,61,25,1319.7,0,0.10449041782406132,0
2578,37,38,1776.7,0,0.09764973794792561,0
3815,56,27,1478.2,0,0.09290502199335897,0
259,80,17,828.6,0,0.08814629784409259,0
2604,105,9,479.5,0,0.08565325853179048,0
2274,88,14,774.8,0,0.08270654744399304,0
864,31,43,2185.8,0,0.08199789272428895,0
1335,88,13,543.5,0,0.08180352905933336,0
819,41,35,1759.3,0,0.07721092102867413,0
1444,129,3,164.4,0,0.07712366304260036,0
2650,86,15,942.4,0,0.07535707614340637,0
1174,30,43,2256.6,0,0.07406576376615712,0
1234,32,41,2060.8,0,0.0729296337599829,0
714,33,40,1933.4,0,0.06204354462617972,0
2851,36,37,1892.3,0,0.06114390597173799,0
698,31,41,1943.5,0,0.05533520790863494,0
2224,114,6,392.6,0,0.05522565261519318,0
1861,111,5,207.5,0,0.0547979369831285,0
248,80,15,745.9,0,0.05155488365548181,0
3452,79,14,678.6,0,0.04473313929004373,0
2438,37,35,1827.6,0,0.04311504554351107,0
2132,88,10,402.0,0,0.03955744088844042,0
3038,119,3,190.8,0,0.03846849002358121,0
1918,35,36,1865.1,0,0.038009504775005164,0
931,61,21,1056.4,0,0.035268838364610734,0
2576,88,10,499.1,0,0.03494114195456671,0
2674,102,5,236.1,0,0.030379384701628546,0
537,69,17,910.6,0,0.029561133957223866,0
2406,99,6,325.3,0,0.027699198496295402,0
3022,21,48,2471.1,0,0.025695259647771956,0
2900,52,23,1102.5,0,0.02483339790117007,0
1631,40,30,1424.6,0,0.024045759970194713,0
3328,107,3,149.4,0,0.02382342222875386,0
1837,32,36,1712.8,0,0.0235552877942656,0
2233,68,15,735.8,0,0.02132469225600563,0
1220,32,36,1926.4,0,0.01961513186772514,0
3342,31,36,1886.6,0,0.01724751723901108,0
1573,61,17,789.2,0,0.016701436222610323,0
2657,38,30,1443.0,0,0.01664958170490777,0
3787,50,23,1232.2,0,0.016618893820619502,0
94,21,47,2429.9,0,0.016290633518834707,0
2549,32,35,1824.5,0,0.016274651327897648,0
1634,33,34,1780.8,0,0.015857135367478754,0
3287,92,5,216.6,0,0.015518167266518435,0
3029,85,8,452.2,0,0.01523095952513537,0
2231,33,34,1873.8,0,0.015025417167482558,0
164,82,9,444.6,0,0.014625692109789834,0
2857,35,32,1721.9,0,0.014368715149612835,0
3269,90,6,313.9,0,0.013949946322327553,0
2526,52,21,1086.8,0,0.013719451159713758,0
738,39,29,1329.1,0,0.013649530415012672,0
929,35,32,1581.0,0,0.013314923804762624,0
1929,73,11,502.7,0,0.012845100284783716,0
203,32,34,1515.2,0,0.012842198273862116,0
2544,36,31,1655.0,0,0.012760357654334125,0
2418,32,33,1445.5,0,0.011162744068871083,0
3251,59,16,679.4,0,0.010990223078179847,0
3623,66,13,665.0,0,0.00993289707302161,0
2162,83,6,263.3,0,0.009238978186552598,0
2507,51,20,1087.0,0,0.009160772594966608,0
3816,66,13,731.8,0,0.008824890814269775,0
3309,35,30,1592.9,0,0.00869168166535659,0
3551,31,33,1649.0,0,0.008640613279855068,0
3706,88,3,112.1,0,0.00751666558415278,0
1995,40,25,1040.8,0,0.0073517890659353605,0
121,31,33,1661.9,0,0.007305178050359517,0
577,85,6,359.6,0,0.007209394689406261,0
3674,31,32,1518.9,0,0.006706729883455957,0
2331,17,48,2431.2,0,0.0062916600366530896,0
211,80,7,408.6,0,0.006224583884470263,0
732,33,31,1671.5,0,0.006133394857315224,0
957,21,43,2414.5,0,0.005436362142718702,0
3482,21,42,2296.0,0,0.005304264991578879,0
3825,31,32,2005.2,0,0.00522318459010967,0
1892,16,49,2684.3,0,0.005072551393442223,0
530,74,7,288.5,0,0.004885625293899335,0
422,16,49,2346.5,0,0.004713232695322967,0
1544,38,25,1213.1,0,0.004707450463850015,0
3613,36,27,1491.6,0,0.004706967207721425,0
2436,32,30,1549.1,0,0.004538236501533141,0
1819,16,48,2288.6,0,0.004428135272261545,0
2723,41,23,1207.6,0,0.004269116000829583,0
1964,60,12,591.3,0,0.004129360654381496,0
3356,81,4,221.3,0,0.003944145615509882,0
829,34,28,1345.3,0,0.0038327777020638713,0
3097,43,21,1123.3,0,0.003786128733826084,0
2326,16,48,2666.3,0,0.0037350352897554716,0
503,68,9,481.8,0,0.0037126676148529422,0
3197,41,22,1054.5,0,0.003621851653443874,0
3755,61,11,578.4,0,0.003382969193729336,0
1486,77,4,174.3,0,0.003324262490048292,0
323,16,48,2601.2,0,0.003270041240108017,0
216,37,25,1291.3,0,0.0031976006097056008,0
2355,32,28,1308.0,0,0.003180621278760578,0
3868,31,29,1515.4,0,0.0029450371411313663,0
2794,32,28,1454.2,0,0.002822241513680702,0
606,47,18,917.6,0,0.0027985614916354504,0
3789,32,28,1525.4,0,0.002716367699611291,0
763,18,44,2371.1,0,0.0026532768502990456,0
3644,15,48,2515.2,0,0.0026413427541572927,0
3880,66,7,298.0,0,0.0024986830171923624,0
3710,32,28,1655.8,0,0.0024410649752911575,0
1833,14,49,2349.8,0,0.0023780389014349357,0
3864,30,29,1525.0,0,0.002315050494799323,0
1527,31,28,1456.4,0,0.0022601409976561815,0
230,31,28,1324.7,0,0.0022172265170222498,0
1467,72,4,196.2,0,0.0019865131745695737,0
314,13,51,2557.9,0,0.0019036267324622378,0
2254,36,23,1214.7,0,0.0018238031432825808,0
526,18,42,2226.2,0,0.0016443743550526347,0
2397,38,21,1093.7,0,0.00155995240587623,0
3279,41,19,1120.7,0,0.001459103363306183,0
3389,36,22,1151.0,0,0.0013822350513525007,0
3054,35,23,1301.8,0,0.0013451166684476182,0
740,30,27,1462.9,0,0.0011967510178151504,0
492,32,25,1265.2,0,0.001174967235730451,0
1118,31,25,1130.2,0,0.0011741052516782955,0
2756,39,19,1029.2,0,0.0011301972688789164,0
940,32,25,1311.3,0,0.0010922255248661306,0
2149,37,20,955.7,0,0.0010602576426968129,0
1787,33,23,1197.0,0,0.0009885941832628328,0
239,61,6,262.9,0,0.0009872763149311368,0
2366,23,33,1868.2,0,0.0009692798237040073,0
436,16,43,2364.7,0,0.0009263055982600872,0
3127,26,29,1476.3,0,0.0009217245267121169,0
1976,62,5,243.1,0,0.00089953095631638,0
3046,61,5,215.7,0,0.000882944559918787,0
1947,16,42,2320.1,0,0.000846179211388967,0
2138,34,21,1002.9,0,0.0007716574973210504,0
1323,38,18,901.0,0,0.0007414504977601103,0
705,37,19,919.3,0,0.0007148456123350447,0
165,60,6,330.8,0,0.0007050670807203766,0
2351,32,22,1064.3,0,0.0006785142985855185,0
1567,32,22,1094.9,0,0.0006515192549694582,0
741,32,23,1265.1,0,0.0006289624394023925,0
3258,16,40,1923.1,0,0.0005756442630929376,0
3578,41,14,601.0,0,0.0005645223697987036,0
2986,31,22,1140.4,0,0.0005066457265215125,0
907,32,22,1221.6,0,0.0004953530988762364,0
427,33,20,843.0,0,0.00047684983103985596,0
3276,61,3,148.1,0,0.0004743069023755424,0
711,26,27,1300.1,0,0.00047036231019570023,0
3668,32,21,1151.5,0,0.00046640682469789303,0
3492,37,16,682.4,0,0.0004309618988871502,0
1110,60,3,149.4,0,0.00043090469317987767,0
1321,33,20,1173.0,0,0.00041610632787743193,0
123,13,45,2286.5,0,0.00041151309888515475,0
663,16,40,2243.1,0,0.00040716468163051034,0
3221,36,17,867.5,0,0.00040221457709898185,0
2655,54,5,209.4,0,0.0003747524013322312,0
2982,16,38,1854.6,0,0.000330081485643906,0
3398,38,14,611.0,0,0.0003053074542120178,0
1782,10,50,2571.6,0,0.0002988275236268724,0
2107,14,41,2159.3,0,0.00028414700439391693,0
1469,11,47,2282.6,0,0.0002788583562578435,0
3648,40,13,741.5,0,0.00027465505969380877,0
1325,41,12,639.7,0,0.0002656499625987011,0
3788,11,47,2444.3,0,0.0002616446099882933,0
2805,10,49,2379.2,0,0.00026104836767179644,0
3660,11,47,2473.4,0,0.0002545001883301045,0
1839,41,12,669.5,0,0.0002526966039386092,0
3196,16,37,2004.8,0,0.0002497134630990998,0
3073,11,47,2563.3,0,0.00024509962138197304,0
973,18,34,1620.2,0,0.0002447223548723475,0
534,33,18,1003.8,0,0.0002274551965320483,0
1208,10,49,2729.5,0,0.00022497925709309816,0
2466,30,21,1403.4,0,0.00022426147456649178,0
1820,9,51,2355.1,0,0.0002229563398925979,0
2808,41,11,598.1,0,0.0002097006457233358,0
1109,9,51,2429.2,0,0.0002087724356852648,0
1893,37,13,653.8,0,0.00017791902778304346,0
1943,26,23,1338.7,0,0.00017632084911017515,0
691,11,46,2307.6,0,0.00017525033880121766,0
2483,10,47,2435.9,0,0.0001475960621291461,0
2136,55,2,117.5,0,0.00014631139308047075,0
2758,38,12,697.4,0,0.00014465426188434155,0
605,38,12,599.2,0,0.00014452257066106128,0
1412,34,14,632.6,0,0.00014271098941013506,0
3374,37,13,872.3,0,0.0001373970740258825,0
2536,13,40,2178.0,0,0.00012803666422684897,0
764,46,7,435.0,0,0.00012531806833100442,0
2455,16,34,1610.2,0,0.00012441724945568298,0
3345,26,21,1068.4,0,0.0001230086238160161,0
2609,9,49,2503.2,0,0.0001208055166746894,0
2801,32,15,734.1,0,0.0001178528710232184,0
1105,41,9,506.3,0,0.00011692111235809882,0
3347,18,31,1631.9,0,0.00011688852293920253,0
1713,40,10,653.9,0,0.00011204872471113234,0
3102,39,10,566.1,0,0.00010623706179729381,0
1216,30,16,725.6,0,0.00010256392780002507,0
1346,11,43,2101.8,0,0.00010049992298712164,0
2775,11,43,2361.9,0,9.28286016936031e-05,0
2163,16,33,1718.3,0,9.244732992224648e-05,0
126,10,46,2501.5,0,9.066916956228385e-05,0
2836,41,8,457.8,0,8.970042819960967e-05,0
1188,13,38,1861.4,0,8.684685672936616e-05,0
1489,13,38,1762.9,0,8.65095740365253e-05,0
366,8,51,2792.4,0,7.741283876161084e-05,0
645,13,38,1873.0,0,7.54300814046548e-05,0
3178,16,32,1610.2,0,7.428833675328344e-05,0
2400,16,32,1606.7,0,7.376219162799001e-05,0
3610,16,32,1532.6,0,7.365884572716493e-05,0
3721,32,14,790.3,0,7.34400042887603e-05,0
3282,11,42,2212.5,0,7.180434688266794e-05,0
2842,16,32,1594.2,0,7.079754018667075e-05,0
1366,26,19,1026.4,0,6.560536475551128e-05,0
2469,41,7,447.4,0,6.402743916782938e-05,0
1717,16,31,1480.2,0,6.135979842891916e-05,0
3544,25,19,906.5,0,5.985079718660609e-05,0
651,32,13,625.7,0,5.7852753130036214e-05,0
2745,11,41,2416.7,0,5.0425356598253394e-05,0
2271,38,8,486.3,0,4.861837419130547e-05,0
3144,18,27,1348.3,0,4.7528905061192085e-05,0
3809,38,7,354.6,0,4.657412862669017e-05,0
2767,8,48,2536.5,0,4.503952736127038e-05,0
1545,25,18,851.2,0,4.4385689203347865e-05,0
199,11,40,1885.9,0,4.2819860085090115e-05,0
2028,7,51,2812.8,0,3.8527433649799655e-05,0
618,43,3,135.9,0,3.8513897152833234e-05,0
39,9,45,2243.0,0,3.775430950131065e-05,0
3478,11,39,1937.0,0,3.709965084836843e-05,0
3203,11,39,2095.1,0,3.503559655136666e-05,0
1256,11,39,2081.4,0,3.304325325446281e-05,0
3671,39,5,285.4,0,2.9686267376868635e-05,0
1097,7,49,2172.0,0,2.8816264172015456e-05,0
2782,13,34,1883.4,0,2.864932401279181e-05,0
3109,33,8,328.3,0,2.788918925057911e-05,0
2943,11,38,2072.2,0,2.6326511567941737e-05,0
3819,9,43,2381.9,0,2.5779244050610933e-05,0
1421,8,46,2554.4,0,2.3841040763017867e-05,0
1245,40,3,165.7,0,2.329717843792068e-05,0
2511,7,49,2662.3,0,2.3220412725658098e-05,0
1971,37,5,255.0,0,2.2808658634707872e-05,0
1840,13,33,1680.5,0,2.2751287899945284e-05,0
1879,35,6,288.9,0,2.131529599695479e-05,0
3745,16,27,1274.1,0,2.1176869356015905e-05,0
700,36,6,313.0,0,2.1103866756589554e-05,0
686,13,33,1664.0,0,2.0916473500260245e-05,0
1657,9,42,2089.7,0,2.040042560668766e-05,0
2067,8,45,2477.1,0,1.997969927241568e-05,0
2333,29,11,572.5,0,1.9272093021240017e-05,0
409,11,37,1881.7,0,1.801979187792564e-05,0
1153,31,9,570.2,0,1.5476799015519708e-05,0
2924,26,13,691.8,0,1.4738690276611014e-05,0
2611,16,26,1490.3,0,1.4393775903425303e-05,0
1303,10,38,1958.2,0,1.4160284771970009e-05,0
1716,13,31,1542.2,0,1.3825036888187836e-05,0
1137,10,38,2042.2,0,1.3581829802782605e-05,0
2262,26,13,792.9,0,1.3231842329446703e-05,0
3604,33,6,325.0,0,1.302173515946704e-05,0
1508,31,8,483.1,0,1.2792697554441943e-05,0
214,26,12,483.7,0,1.2440166685128497e-05,0
1395,9,40,2002.3,0,1.2327971474095618e-05,0
2256,8,43,2263.5,0,1.2289965875570238e-05,0
962,10,38,2085.2,0,1.2127604780706723e-05,0
3640,9,40,2173.6,0,1.147625587507609e-05,0
1254,6,50,2758.2,0,1.1384784301986613e-05,0
839,6,50,2607.4,0,1.0228728581664094e-05,0
1380,9,39,1799.6,0,1.0226060518296947e-05,0
1351,38,2,130.3,0,9.881226474777326e-06,0
2022,6,49,2552.1,0,9.720811878606634e-06,0
428,30,7,286.8,0,9.67829592150016e-06,0
3597,7,45,2172.2,0,9.372057764984657e-06,0
3701,36,3,185.8,0,9.344665255261256e-06,0
3111,36,3,185.4,0,9.233764266580247e-06,0
949,26,12,715.3,0,8.909094769576845e-06,0
3393,30,7,415.8,0,7.984808835594786e-06,0
138,9,39,2248.4,0,7.6033230167847745e-06,0
1162,9,38,2030.8,0,7.399527156328366e-06,0
2221,6,48,2381.0,0,7.384574036716129e-06,0
3502,7,44,2262.6,0,7.137376804593839e-06,0
813,11,33,1689.2,0,6.831552936054144e-06,0
1949,8,40,1878.5,0,6.467722957327353e-06,0
3702,9,37,1710.7,0,6.46485599853315e-06,0
911,16,23,1160.7,0,6.397125643811816e-06,0
3161,9,38,2284.2,0,6.226095141451197e-06,0
3053,27,8,388.1,0,6.080386722741542e-06,0
3743,5,51,2464.7,0,5.786927797183444e-06,0
3466,11,32,1654.2,0,5.75869343736372e-06,0
14,11,32,1502.2,0,5.757150135402713e-06,0
41,11,32,1602.2,0,5.461740928176836e-06,0
359,9,37,1761.7,0,5.366893884737991e-06,0
3099,5,51,2795.9,0,5.202343076529973e-06,0
1158,23,12,638.7,0,4.983876045883765e-06,0
2753,11,31,1522.3,0,4.9177922829496174e-06,0
898,6,47,2417.1,0,4.824176808638776e-06,0
1920,16,21,973.8,0,4.747861140496011e-06,0
3057,20,16,1022.1,0,4.611883809190867e-06,0
429,34,3,211.0,0,4.51280394235619e-06,0
3807,7,42,1997.8,0,4.37628287963616e-06,0
3587,21,13,581.8,0,4.0704779770181895e-06,0
2613,12,28,1418.2,0,3.957296701869471e-06,0
1912,10,33,1904.1,0,3.805986332653572e-06,0
109,10,33,1704.0,0,3.6863966993009787e-06,0
215,7,42,2082.0,0,3.6131309805396882e-06,0
3836,11,29,1668.3,0,2.5705149480395164e-06,0
1635,10,31,1582.7,0,2.4524161785266068e-06,0
2659,7,40,2292.4,0,2.3184841278987194e-06,0
2336,21,11,525.7,0,2.2891214009793483e-06,0
953,11,29,1558.0,0,2.2645033996863066e-06,0
1043,5,48,2367.0,0,2.2552889595677942e-06,0
2539,9,34,2070.7,0,2.1749193827443513e-06,0
3186,24,7,335.0,0,2.150902731765534e-06,0
3517,7,39,1822.5,0,2.1358916973532365e-06,0
3320,16,18,915.7,0,2.0250722772066405e-06,0
653,11,28,1462.2,0,1.891787808541277e-06,0
268,6,43,2244.9,0,1.8279886154216591e-06,0
3359,11,27,1317.0,0,1.8224970402971582e-06,0
1731,11,27,1377.2,0,1.6424105583061706e-06,0
2721,5,46,2258.0,0,1.6081228773063762e-06,0
2289,4,51,2464.4,0,1.5021165176911199e-06,0
2074,27,3,181.1,0,1.3383935350446741e-06,0
858,4,51,2476.4,0,1.3126425437851875e-06,0
95,10,29,1516.1,0,1.2991456775454246e-06,0
1044,10,29,1512.4,0,1.2413329095631616e-06,0
873,11,26,1243.0,0,1.2239956035656167e-06,0
3808,7,37,1924.0,0,1.1734918678658893e-06,0
1083,9,31,1761.5,0,1.1650988277663335e-06,0
1262,28,3,242.2,0,1.1361835328929735e-06,0
1621,10,28,1439.6,0,1.1351059373275152e-06,0
1079,4,50,2573.8,0,1.1148397677250283e-06,0
835,14,19,879.2,0,1.0400366430638265e-06,0
68,4,50,2566.1,0,9.706715458603588e-07,0
540,4,50,2602.2,0,9.637157153737638e-07,0
24,6,41,2343.4,0,9.523585257406986e-07,0
1987,16,15,803.2,0,9.507090534433587e-07,0
1835,6,40,2286.7,0,8.879446744555137e-07,0
2415,16,15,816.4,0,8.827397846458434e-07,0
1669,9,29,1474.5,0,8.017305695030786e-07,0
3848,8,32,1672.4,0,7.883839799508285e-07,0
2425,9,29,1524.9,0,7.550230690118626e-07,0
450,7,36,1950.9,0,7.283808070393284e-07,0
937,9,29,1418.9,0,6.735474846756596e-07,0
2583,22,5,246.3,0,6.566826204646509e-07,0
3297,4,48,2530.4,0,6.449833157054647e-07,0
1776,16,13,610.1,0,6.054338760145144e-07,0
901,5,43,2250.1,0,6.005490600588739e-07,0
2268,6,38,1919.4,0,5.908598091581869e-07,0
3547,6,38,2109.9,0,5.673557697794966e-07,0
3521,7,34,1724.1,0,5.657349629400037e-07,0
2717,11,22,1010.7,0,5.351648746334826e-07,0
2240,5,42,2258.9,0,5.19392935894072e-07,0
3607,5,42,2315.8,0,5.100856902630678e-07,0
1919,7,34,1908.1,0,5.013200379869967e-07,0
2540,10,25,1425.6,0,4.842693584524418e-07,0
171,4,47,2308.2,0,4.792077712335226e-07,0
1236,4,47,2580.5,0,4.785573263067464e-07,0
3799,10,24,1169.2,0,4.656924395041935e-07,0
2246,4,46,2136.8,0,4.543692720528469e-07,0
2557,21,5,264.4,0,4.5085857028853606e-07,0
1082,4,46,2240.1,0,4.446268724412788e-07,0
3134,8,30,1703.5,0,4.3512959817884553e-07,0
1230,5,40,1869.2,0,3.5321703903649324e-07,0
793,4,46,2403.8,0,3.4069276941804125e-07,0
1406,5,40,2101.3,0,3.1608819147418055e-07,0
1618,3,51,2564.7,0,3.0385114648002605e-07,0
3033,9,25,1158.7,0,3.003815527262316e-07,0
1803,7,32,1867.7,0,3.001025441313058e-07,0
1224,10,22,999.3,0,2.989804960084911e-07,0
2056,8,29,1784.8,0,2.9170162466071345e-07,0
1617,3,51,2625.3,0,2.8913498315731077e-07,0
1538,3,51,2817.5,0,2.879847929304338e-07,0
1151,3,51,2660.4,0,2.868207923532723e-07,0
845,4,45,2259.0,0,2.8626527616743184e-07,0
760,9,26,1458.7,0,2.844241266731618e-07,0
3738,4,44,2030.8,0,2.650566441276615e-07,0
3785,19,5,250.3,0,2.558478936391224e-07,0
1318,11,20,1130.1,0,2.541365704647477e-07,0
2602,4,44,2282.2,0,2.521366986689383e-07,0
2681,10,22,1186.5,0,2.4689818593094427e-07,0
1311,5,39,2072.6,0,2.465540753329909e-07,0
1790,4,44,2414.8,0,2.3480886362955957e-07,0
1608,4,44,2419.8,0,2.3315643743401555e-07,0
640,3,51,3001.8,0,2.2544987142935738e-07,0
1737,4,44,2565.8,0,2.2185718670402937e-07,0
797,4,44,2171.0,0,2.1987184001951818e-07,0
1623,5,38,1943.8,0,1.9500579935806558e-07,0
2852,4,43,2341.5,0,1.873066678857928e-07,0
